service_date,day_type,bus,rail_boardings,total_rides
2022-10-19,W,525153,378834,903987
2022-10-20,W,507374,383470,890844
2022-10-21,W,462718,343986,806704
2022-10-22,A,328599,254638,583237
2022-10-23,U,239284,189552,428836
2022-10-24,W,499098,342781,841879
2022-10-25,W,478171,370030,848201
2022-10-26,W,539425,393904,933329
2022-10-27,W,528826,395129,923955
2022-10-28,W,501985,352842,854827
2022-10-29,A,311437,254149,565586
2022-10-30,U,217204,177961,395165
2022-10-31,W,454862,318942,773804
2022-11-01,W,535639,378179,913818
2022-11-02,W,532834,379413,912247
2022-11-03,W,540308,389939,930247
2022-11-04,W,489779,345651,835430
2022-11-05,A,271210,239302,510512
2022-11-06,U,237292,195418,432710
2022-11-07,W,502205,345095,847300
2022-11-08,W,445547,343165,788712
2022-11-09,W,524300,382075,906375
2022-11-10,W,534931,396488,931419
2022-11-11,W,458476,329637,788113
2022-11-12,A,283958,233513,517471
2022-11-13,U,216386,184686,401072
2022-11-14,W,479311,330831,810142
2022-11-15,W,482772,363154,845926
2022-11-16,W,501388,367015,868403
2022-11-17,W,489196,368122,857318
2022-11-18,W,437859,348326,786185
2022-11-19,A,253918,231052,484970
2022-11-20,U,204456,163384,367840
2022-11-21,W,423423,299744,723167
2022-11-22,W,435161,314006,749167
2022-11-23,W,398091,275787,673878
2022-11-24,U,160200,111986,272186
2022-11-25,W,305747,216040,521787
2022-11-26,A,283619,206385,490004
2022-11-27,U,190990,145822,336812
2022-11-28,W,472849,306743,779592
2022-11-29,W,492390,346172,838562
2022-11-30,W,471180,342095,813275
2022-12-01,W,494028,351763,845791
2022-12-02,W,490109,327826,817935
2022-12-03,A,302524,235937,538461
2022-12-04,U,219158,175364,394522
2022-12-05,W,473036,301290,774326
2022-12-06,W,491402,343974,835376
2022-12-07,W,501570,348450,850020
2022-12-08,W,491122,354293,845415
2022-12-09,W,434379,310116,744495
2022-12-10,A,301199,250406,551605
2022-12-11,U,217920,181270,399190
2022-12-12,W,461205,309804,771009
2022-12-13,W,488778,350345,839123
2022-12-14,W,460656,334180,794836
2022-12-15,W,479951,357938,837889
2022-12-16,W,438828,317559,756387
2022-12-17,A,273704,221530,495234
2022-12-18,U,205652,168395,374047
2022-12-19,W,422466,271588,694054
2022-12-20,W,458350,301658,760008
2022-12-21,W,449539,293415,742954
2022-12-22,W,334740,211520,546260
2022-12-23,W,154576,107314,261890
2022-12-24,A,150459,94387,244846
2022-12-25,U,85188,55366,140554
2022-12-26,U,205368,123005,328373
2022-12-27,W,315154,202638,517792
2022-12-28,W,321472,212073,533545
2022-12-29,W,347158,231287,578445
2022-12-30,W,364899,243067,607966
2022-12-31,A,257498,181031,438529
2023-01-01,U,164489,140776,305265
2023-01-02,U,254124,165797,419921
2023-01-03,W,383247,275846,659093
2023-01-04,W,398456,292474,690930
2023-01-05,W,384238,292708,676946
2023-01-06,W,371923,258636,630559
2023-01-07,A,272633,183930,456563
2023-01-08,U,209397,145377,354774
2023-01-09,W,449465,296803,746268
2023-01-10,W,499769,345615,845384
2023-01-11,W,499126,343468,842594
2023-01-12,W,474679,340171,814850
2023-01-13,W,443233,292169,735402
2023-01-14,A,288502,201672,490174
2023-01-15,U,220389,154138,374527
2023-01-16,W,295880,196321,492201
2023-01-17,W,496926,344762,841688
2023-01-18,W,495410,346875,842285
2023-01-19,W,479283,347238,826521
2023-01-20,W,457848,296350,754198
2023-01-21,A,285487,196802,482289
2023-01-22,U,201809,140538,342347
2023-01-23,W,468304,307836,776140
2023-01-24,W,505791,355136,860927
2023-01-25,W,462648,337076,799724
2023-01-26,W,484428,350067,834495
2023-01-27,W,435531,290048,725579
2023-01-28,A,270454,190883,461337
2023-01-29,U,199420,144673,344093
2023-01-30,W,420711,284230,704941
2023-01-31,W,428116,311121,739237
2023-02-01,W,488390,332706,821096
2023-02-02,W,488230,339244,827474
2023-02-03,W,367206,247871,615077
2023-02-04,A,295858,188543,484401
2023-02-05,U,228506,147681,376187
2023-02-06,W,489061,304675,793736
2023-02-07,W,512128,348998,861126
2023-02-08,W,517223,348441,865664
2023-02-09,W,456891,326676,783567
2023-02-10,W,480757,289003,769760
2023-02-11,A,305427,182401,487828
2023-02-12,U,228971,139964,368935
2023-02-13,W,477325,298814,776139
2023-02-14,W,510605,355572,866177
2023-02-15,W,498251,346762,845013
2023-02-16,W,450939,324574,775513
2023-02-17,W,447365,297527,744892
2023-02-18,A,307618,213471,521089
2023-02-19,U,241433,167599,409032
2023-02-20,W,371110,251523,622633
2023-02-21,W,512268,349053,861321
2023-02-22,W,445175,320183,765358
2023-02-23,W,500377,349987,850364
2023-02-24,W,468093,303528,771621
2023-02-25,A,313877,199947,513824
2023-02-26,U,246373,152718,399091
2023-02-27,W,438886,284156,723042
2023-02-28,W,516342,350093,866435
2023-03-01,W,538035,357399,895434
2023-03-02,W,505862,352552,858414
2023-03-03,W,441984,285055,727039
2023-03-04,A,332481,209545,542026
2023-03-05,U,246208,156086,402294
2023-03-06,W,470524,303195,773719
2023-03-07,W,528413,362941,891354
2023-03-08,W,521850,359517,881367
2023-03-09,W,498577,352220,850797
2023-03-10,W,466305,312533,778838
2023-03-11,A,326961,340919,667880
2023-03-12,U,215765,159274,375039
2023-03-13,W,459265,307389,766654
2023-03-14,W,524325,366497,890822
2023-03-15,W,535449,367880,903329
2023-03-16,W,499382,360728,860110
2023-03-17,W,435055,319561,754616
2023-03-18,A,284653,199267,483920
2023-03-19,U,238907,157695,396602
2023-03-20,W,478059,300593,778652
2023-03-21,W,510959,347098,858057
2023-03-22,W,499380,340260,839640
2023-03-23,W,489519,342562,832081
2023-03-24,W,475520,306297,781817
2023-03-25,A,287548,202198,489746
2023-03-26,U,222855,179536,402391
2023-03-27,W,493436,320115,813551
2023-03-28,W,521594,365749,887343
2023-03-29,W,470430,353192,823622
2023-03-30,W,517477,388264,905741
2023-03-31,W,467904,309609,777513
2023-04-01,A,315267,235235,550502
2023-04-02,U,261251,191192,452443
2023-04-03,W,439537,304009,743546
2023-04-04,W,428000,325448,753448
2023-04-05,W,438936,335701,774637
2023-04-06,W,459977,353018,812995
2023-04-07,W,419926,312653,732579
2023-04-08,A,333736,244038,577774
2023-04-09,U,237320,168475,405795
2023-04-10,W,492576,324608,817184
2023-04-11,W,539533,388288,927821
2023-04-12,W,516841,388965,905806
2023-04-13,W,541076,386440,927516
2023-04-14,W,518497,353807,872304
2023-04-15,A,360082,254964,615046
2023-04-16,U,229968,157603,387571
2023-04-17,W,458530,310077,768607
2023-04-18,W,523866,378471,902337
2023-04-19,W,527267,380103,907370
2023-04-20,W,516298,393967,910265
2023-04-21,W,505681,360742,866423
2023-04-22,A,329493,240134,569627
2023-04-23,U,245927,174185,420112
2023-04-24,W,502642,328298,830940
2023-04-25,W,516696,378228,894924
2023-04-26,W,539161,388688,927849
2023-04-27,W,532971,395661,928632
2023-04-28,W,503332,340242,843574
2023-04-29,A,331120,224434,555554
2023-04-30,U,238929,165311,404240
2023-05-01,W,482348,315630,797978
2023-05-02,W,530573,372211,902784
2023-05-03,W,555155,381538,936693
2023-05-04,W,542958,391265,934223
2023-05-05,W,518792,367635,886427
2023-05-06,A,354490,259476,613966
2023-05-07,U,281403,198280,479683
2023-05-08,W,469174,325860,795034
2023-05-09,W,548033,396388,944421
2023-05-10,W,544618,397870,942488
2023-05-11,W,533940,384804,918744
2023-05-12,W,481927,328362,810289
2023-05-13,A,344247,221075,565322
2023-05-14,U,233363,156364,389727
2023-05-15,W,486638,320403,807041
2023-05-16,W,533948,384145,918093
2023-05-17,W,527429,382604,910033
2023-05-18,W,525435,390005,915440
2023-05-19,W,486435,337006,823441
2023-05-20,A,354750,241214,595964
2023-05-21,U,273007,193053,466060
2023-05-22,W,499608,333292,832900
2023-05-23,W,537810,406630,944440
2023-05-24,W,535858,401039,936897
2023-05-25,W,528009,395099,923108
2023-05-26,W,497832,356184,854016
2023-05-27,A,340968,290957,631925
2023-05-28,U,273385,247157,520542
2023-05-29,U,269683,209702,479385
2023-05-30,W,517974,382375,900349
2023-05-31,W,517111,389469,906580
2023-06-01,W,544178,393187,937365
2023-06-02,W,514354,386122,900476
2023-06-03,A,371914,300646,672560
2023-06-04,U,278304,238509,516813
2023-06-05,W,511045,350028,861073
2023-06-06,W,522067,389250,911317
2023-06-07,W,535180,390851,926031
2023-06-08,W,493065,387473,880538
2023-06-09,W,476837,381247,858084
2023-06-10,A,379556,320326,699882
2023-06-11,U,239715,193563,433278
2023-06-12,W,457944,327050,784994
2023-06-13,W,450859,375000,825859
2023-06-14,W,493401,392696,886097
2023-06-15,W,482965,398441,881406
2023-06-16,W,453530,361553,815083
2023-06-17,A,372865,295909,668774
2023-06-18,U,272736,221073,493809
2023-06-19,W,384578,261569,646147
2023-06-20,W,488457,375171,863628
2023-06-21,W,495689,401487,897176
2023-06-22,W,486237,402155,888392
2023-06-23,W,469905,383443,853348
2023-06-24,A,369643,298557,668200
2023-06-25,U,258229,295714,553943
2023-06-26,W,445453,323554,769007
2023-06-27,W,496729,395754,892483
2023-06-28,W,496731,392034,888765
2023-06-29,W,470303,393963,864266
2023-06-30,W,473836,378120,851956
2023-07-01,A,335143,311337,646480
2023-07-02,U,170177,192380,362557
2023-07-03,W,444738,293378,738116
2023-07-04,U,281675,195858,477533
2023-07-05,W,448241,324432,772673
2023-07-06,W,495284,375201,870485
2023-07-07,W,479367,347499,826866
2023-07-08,A,352631,259570,612201
2023-07-09,U,281445,205204,486649
2023-07-10,W,485647,330776,816423
2023-07-11,W,483040,372976,856016
2023-07-12,W,443121,354104,797225
2023-07-13,W,505564,394862,900426
2023-07-14,W,476443,373807,850250
2023-07-15,A,359874,287408,647282
2023-07-16,U,281420,234238,515658
2023-07-17,W,480822,349113,829935
2023-07-18,W,512122,398713,910835
2023-07-19,W,515105,402686,917791
2023-07-20,W,502681,414002,916683
2023-07-21,W,485225,389288,874513
2023-07-22,A,360932,312905,673837
2023-07-23,U,288305,247161,535466
2023-07-24,W,474506,338496,813002
2023-07-25,W,508517,383391,891908
2023-07-26,W,478350,371278,849628
2023-07-27,W,502581,385163,887744
2023-07-28,W,446842,334517,781359
2023-07-29,A,364824,286441,651265
2023-07-30,U,285496,219936,505432
2023-07-31,W,469024,334195,803219
2023-08-01,W,528437,389535,917972
2023-08-02,W,519583,423358,942941
2023-08-03,W,521191,480968,1002159
2023-08-04,W,493321,456039,949360
2023-08-05,A,338701,346075,684776
2023-08-06,U,264872,298188,563060
2023-08-07,W,467465,346627,814092
2023-08-08,W,508824,388916,897740
2023-08-09,W,501770,394563,896333
2023-08-10,W,506343,383545,889888
2023-08-11,W,472150,370307,842457
2023-08-12,A,370464,315090,685554
2023-08-13,U,279218,225085,504303
2023-08-14,W,408865,290559,699424
2023-08-15,W,500013,382517,882530
2023-08-16,W,518485,390193,908678
2023-08-17,W,484256,366327,850583
2023-08-18,W,490626,366654,857280
2023-08-19,A,381458,303336,684794
2023-08-20,U,296344,239159,535503
2023-08-21,W,551302,343866,895168
2023-08-22,W,564653,390141,954794
2023-08-23,W,531763,365111,896874
2023-08-24,W,501750,365055,866805
2023-08-25,W,553276,375055,928331
2023-08-26,A,361538,273589,635127
2023-08-27,U,289983,218533,508516
2023-08-28,W,567171,371199,938370
2023-08-29,W,585643,418817,1004460
2023-08-30,W,589901,420080,1009981
2023-08-31,W,579376,413083,992459
2023-09-01,W,585674,386812,972486
2023-09-02,A,384728,291029,675757
2023-09-03,U,309758,248524,558282
2023-09-04,U,293106,220411,513517
2023-09-05,W,586167,409043,995210
2023-09-06,W,578259,425429,1003688
2023-09-07,W,597711,442432,1040143
2023-09-08,W,555213,397332,952545
2023-09-09,A,385592,323033,708625
2023-09-10,U,297306,247808,545114
2023-09-11,W,504742,356445,861187
2023-09-12,W,603242,432403,1035645
2023-09-13,W,593103,431950,1025053
2023-09-14,W,587439,437320,1024759
2023-09-15,W,566708,432176,998884
2023-09-16,A,352049,340865,692914
2023-09-17,U,252015,219746,471761
2023-09-18,W,560810,382031,942841
2023-09-19,W,555949,432367,988316
2023-09-20,W,599268,447165,1046433
2023-09-21,W,581536,449600,1031136
2023-09-22,W,525718,400937,926655
2023-09-23,A,381816,312772,694588
2023-09-24,U,290336,234578,524914
2023-09-25,W,552311,370891,923202
2023-09-26,W,565172,416619,981791
2023-09-27,W,583749,427267,1011016
2023-09-28,W,597723,437574,1035297
2023-09-29,W,578054,401168,979222
2023-09-30,A,391173,301206,692379
2023-10-01,U,303953,229368,533321
2023-10-02,W,576630,378334,954964
2023-10-03,W,619488,434467,1053955
2023-10-04,W,610623,445787,1056410
2023-10-05,W,584937,447707,1032644
2023-10-06,W,559485,428321,987806
2023-10-07,A,386990,334134,721124
2023-10-08,U,253021,403385,656406
2023-10-09,W,452540,366694,819234
2023-10-10,W,601129,443465,1044594
2023-10-11,W,598019,442594,1040613
2023-10-12,W,567954,433731,1001685
2023-10-13,W,519462,373986,893448
2023-10-14,A,338320,266624,604944
2023-10-15,U,293753,222768,516521
2023-10-16,W,551971,374520,926491
2023-10-17,W,587256,440241,1027497
2023-10-18,W,595182,439266,1034448
2023-10-19,W,579587,433975,1013562
2023-10-20,W,562941,395292,958233
2023-10-21,A,364186,309900,674086
2023-10-22,U,288942,219804,508746
2023-10-23,W,555068,379650,934718
2023-10-24,W,598773,434867,1033640
2023-10-25,W,570560,426962,997522
2023-10-26,W,535013,412606,947619
2023-10-27,W,503840,373004,876844
2023-10-28,A,360484,275006,635490
2023-10-29,U,250473,185823,436296
2023-10-30,W,551840,367453,919293
2023-10-31,W,520069,390110,910179
2023-11-01,W,576336,410084,986420
2023-11-02,W,579094,419780,998874
2023-11-03,W,563943,373412,937355
2023-11-04,A,401704,280222,681926
2023-11-05,U,296526,200577,497103
2023-11-06,W,568672,375471,944143
2023-11-07,W,588549,424318,1012867
2023-11-08,W,578329,422082,1000411
2023-11-09,W,588110,454074,1042184
2023-11-10,W,461731,351382,813113
2023-11-11,A,354671,266284,620955
2023-11-12,U,294251,195035,489286
2023-11-13,W,558320,370511,928831
2023-11-14,W,581009,424128,1005137
2023-11-15,W,587609,422609,1010218
2023-11-16,W,580758,415406,996164
2023-11-17,W,544624,418827,963451
2023-11-18,A,348044,315864,663908
2023-11-19,U,278346,201431,479777
2023-11-20,W,472022,334103,806125
2023-11-21,W,465329,339605,804934
2023-11-22,W,443954,298121,742075
2023-11-23,U,187931,128326,316257
2023-11-24,W,323157,227199,550356
2023-11-25,A,310164,213175,523339
2023-11-26,U,219912,160320,380232
2023-11-27,W,505729,325992,831721
2023-11-28,W,522935,368618,891553
2023-11-29,W,553418,387126,940544
2023-11-30,W,559855,396342,956197
2023-12-01,W,513523,339748,853271
2023-12-02,A,358919,260456,619375
2023-12-03,U,268845,172945,441790
2023-12-04,W,537917,337666,875583
2023-12-05,W,556584,384481,941065
2023-12-06,W,572732,389802,962534
2023-12-07,W,580504,404303,984807
2023-12-08,W,561665,372605,934270
2023-12-09,A,369433,283097,652530
2023-12-10,U,264202,196318,460520
2023-12-11,W,517482,326238,843720
2023-12-12,W,556451,378617,935068
2023-12-13,W,559461,378896,938357
2023-12-14,W,558905,384778,943683
2023-12-15,W,535654,351722,887376
2023-12-16,A,321951,230799,552750
2023-12-17,U,271335,184885,456220
2023-12-18,W,498940,306545,805485
2023-12-19,W,527927,342290,870217
2023-12-20,W,540890,343581,884471
2023-12-21,W,519383,325377,844760
2023-12-22,W,418720,267301,686021
2023-12-23,A,341975,206358,548333
2023-12-24,U,247277,141693,388970
2023-12-25,U,145433,80206,225639
2023-12-26,W,360458,208665,569123
2023-12-27,W,403147,252136,655283
2023-12-28,W,392855,253397,646252
2023-12-29,W,415822,261610,677432
2023-12-30,A,340207,212901,553108
2023-12-31,U,250204,187144,437348
2024-01-01,U,205964,152767,358731
2024-01-02,W,417384,278216,695600
2024-01-03,W,451613,307037,758650
2024-01-04,W,460277,317437,777714
2024-01-05,W,445488,280897,726385
2024-01-06,A,308872,196983,505855
2024-01-07,U,249187,152158,401345
2024-01-08,W,517198,326817,844015
2024-01-09,W,478685,330005,808690
2024-01-10,W,548560,369768,918328
2024-01-11,W,552911,377922,930833
2024-01-12,W,368347,239249,607596
2024-01-13,A,286037,183824,469861
2024-01-14,U,146724,93057,239781
2024-01-15,W,206791,127069,333860
2024-01-16,W,280514,185903,466417
2024-01-17,W,466850,322741,789591
2024-01-18,W,521058,362414,883472
2024-01-19,W,462986,293650,756636
2024-01-20,A,301556,191705,493261
2024-01-21,U,227288,147028,374316
2024-01-22,W,518106,336751,854857
2024-01-23,W,521585,369664,891249
2024-01-24,W,549204,389714,938918
2024-01-25,W,554313,390971,945284
2024-01-26,W,534739,329826,864565
2024-01-27,A,349068,222033,571101
2024-01-28,U,255458,158081,413539
2024-01-29,W,545769,340556,886325
2024-01-30,W,571297,388718,960015
2024-01-31,W,579236,389322,968558
2024-02-01,W,601932,393012,994944
2024-02-02,W,558905,329307,888212
2024-02-03,A,372165,230410,602575
2024-02-04,U,274654,168339,442993
2024-02-05,W,558625,339256,897881
2024-02-06,W,595983,390513,986496
2024-02-07,W,595233,389227,984460
2024-02-08,W,584729,391355,976084
2024-02-09,W,515769,333453,849222
2024-02-10,A,373420,231891,605311
2024-02-11,U,277432,165836,443268
2024-02-12,W,534181,325070,859251
2024-02-13,W,598961,395880,994841
2024-02-14,W,595347,397294,992641
2024-02-15,W,568392,387472,955864
2024-02-16,W,533701,325332,859033
2024-02-17,A,340993,224306,565299
2024-02-18,U,280002,189881,469883
2024-02-19,W,417871,271357,689228
2024-02-20,W,591252,389327,980579
2024-02-21,W,600241,395915,996156
2024-02-22,W,587867,396466,984333
2024-02-23,W,551392,336416,887808
2024-02-24,A,345189,225233,570422
2024-02-25,U,280214,175446,455660
2024-02-26,W,560355,347691,908046
2024-02-27,W,587359,392420,979779
2024-02-28,W,549028,375242,924270
2024-02-29,W,577283,386672,963955
2024-03-01,W,569569,335736,905305
2024-03-02,A,389713,252550,642263
2024-03-03,U,298601,184885,483486
2024-03-04,W,556051,334107,890158
2024-03-05,W,570139,383689,953828
2024-03-06,W,595103,393574,988677
2024-03-07,W,580398,390865,971263
2024-03-08,W,488443,314783,803226
2024-03-09,A,379680,245369,625049
2024-03-10,U,280181,178611,458792
2024-03-11,W,567851,351801,919652
2024-03-12,W,599389,411314,1010703
2024-03-13,W,597287,416180,1013467
2024-03-14,W,539322,393348,932670
2024-03-15,W,566639,386514,953153
2024-03-16,A,399006,499424,898430
2024-03-17,U,281004,206731,487735
2024-03-18,W,535201,346463,881664
2024-03-19,W,583292,396834,980126
2024-03-20,W,584856,392077,976933
2024-03-21,W,564484,383735,948219
2024-03-22,W,491011,318712,809723
2024-03-23,A,373194,249326,622520
2024-03-24,U,279349,206108,485457
2024-03-25,W,474355,319635,793990
2024-03-26,W,514563,359360,873923
2024-03-27,W,515194,364672,879866
2024-03-28,W,513043,374590,887633
2024-03-29,W,480044,313507,793551
2024-03-30,A,375490,244072,619562
2024-03-31,U,251600,158867,410467
2024-04-01,W,478962,333881,812843
2024-04-02,W,570490,393519,964009
2024-04-03,W,572710,395413,968123
2024-04-04,W,575373,401414,976787
2024-04-05,W,576732,375602,952334
2024-04-06,A,397658,286304,683962
2024-04-07,U,256839,185460,442299
2024-04-08,W,560623,352426,913049
2024-04-09,W,593688,400628,994316
2024-04-10,W,604655,405524,1010179
2024-04-11,W,557100,397195,954295
2024-04-12,W,582983,365492,948475
2024-04-13,A,412391,281343,693734
2024-04-14,U,327938,210780,538718
2024-04-15,W,588349,369259,957608
2024-04-16,W,599597,405400,1004997
2024-04-17,W,600084,408474,1008558
2024-04-18,W,606325,417750,1024075
2024-04-19,W,591814,383321,975135
2024-04-20,A,406861,279746,686607
2024-04-21,U,307107,203722,510829
2024-04-22,W,576206,353190,929396
2024-04-23,W,600004,410045,1010049
2024-04-24,W,599179,416815,1015994
2024-04-25,W,615343,428724,1044067
2024-04-26,W,554146,355278,909424
2024-04-27,A,419731,286199,705930
2024-04-28,U,293589,196481,490070
2024-04-29,W,556233,349857,906090
2024-04-30,W,632501,409097,1041598
2024-05-01,W,644438,416920,1061358
2024-05-02,W,600203,409105,1009308
2024-05-03,W,608085,388593,996678
2024-05-04,A,418067,299808,717875
2024-05-05,U,317248,226928,544176
2024-05-06,W,597540,379559,977099
2024-05-07,W,572181,412646,984827
2024-05-08,W,624927,443868,1068795
2024-05-09,W,569230,406557,975787
2024-05-10,W,591810,378284,970094
2024-05-11,A,416481,273276,689757
2024-05-12,U,318883,203067,521950
